,itemId,Subject,Date,Format,Title,Description,Rights,Identifier,Creator,Coverage,Relation,Type
656,6139,Landscape,,Quarter Plate Glass Negative,Snow covered rocks on Carn Brea.,Snow covered rocks on Carn Brea.,Morrab Library,O.660,Stanley Opie,Camborne,,
657,6140,Landscape,,Quarter Plate Glass Negative,Snow covered rocks on Carn Brea.,Snow covered rocks on Carn Brea.,Morrab Library,O.661,Stanley Opie,Camborne,,
658,6141,Landscape,,Quarter Plate Glass Negative,Unidentified ditch or lane.,Unidentified ditch or lane.,Morrab Library,O.662,Stanley Opie,,,
659,6142,Maps,,Quarter Plate Glass Negative,A drawing of the distribution of the rock-cut tombs in Eurpoe.,A drawing of the distribution of the rock-cut tombs in Eurpoe.,Morrab Library,O.663,Stanley Opie,,,
660,6143,Maps,,Quarter Plate Glass Negative,A drawing of the distribution of the rock-cut tombs in Eurpoe.,A drawing of the distribution of the rock-cut tombs in Eurpoe.,Morrab Library,O.664,Stanley Opie,,,
661,6144,Maps,,Quarter Plate Glass Negative,Line drawing showing different archaeological finds in Cornwall during early bronze age.,Line drawing showing different archaeological finds in Cornwall during early bronze age.,Morrab Library,O.665,Stanley Opie,,,
662,6145,Maps,,Quarter Plate Glass Negative,Line drawing showing different archaeological finds in Cornwall during middle bronze age.,Line drawing showing different archaeological finds in Cornwall during middle bronze age.,Morrab Library,O.666,Stanley Opie,,,
663,6146,Maps,,Quarter Plate Glass Negative,Line drawing showing different archaeological finds in Cornwall during late bronze age.,Line drawing showing different archaeological finds in Cornwall during late bronze age.,Morrab Library,O.667,Stanley Opie,,,
664,6147,Maps,,Quarter Plate Glass Negative,"Line drawing map of Megalithic England and Wales, showing settlement patterns and mineral areas.","Line drawing map of Megalithic England and Wales, showing settlement patterns and mineral areas.",Morrab Library,O.668,Stanley Opie,,,
665,6148,Maps,,Quarter Plate Glass Negative,"A line drawing of Megalithic Cornwall, showing occurence of dolmens; stone circles and stone axes.","A line drawing of Megalithic Cornwall, showing occurence of dolmens; stone circles and stone axes.",Morrab Library,O.669,Stanley Opie,,,
666,6149,Maps,,Quarter Plate Glass Negative,"Passage of writing which corresponds with a map, describing the Axe Age.","Passage of writing which corresponds with a map, describing the Axe Age.",Morrab Library,O.670,Stanley Opie,,,
667,6150,Maps,,Quarter Plate Glass Negative,Worldwide map showing the distribution of customs and traditions.,Worldwide map showing the distribution of customs and traditions.,Morrab Library,O.671,Stanley Opie,,,
668,6151,Maps,,Quarter Plate Glass Negative,"Map of Europe and the Mediterranean, showing sites of principal ancient mines.","Map of Europe and the Mediterranean, showing sites of principal ancient mines.",Morrab Library,O.672,Stanley Opie,,,
669,6152,Maps,,Quarter Plate Glass Negative,Map showing distribution of Spirals in Great Britain and Irealand.,Map showing distribution of Spirals in Great Britain and Irealand.,Morrab Library,O.673,Stanley Opie,,,
670,6153,Maps,,Quarter Plate Glass Negative,Map of the world by Eratosthenes - 200 B.C..,Map of the world by Eratosthenes - 200 B.C..,Morrab Library,O.674,Stanley Opie,,,
671,6154,Maps,,Quarter Plate Glass Negative,Map of Roman Cornwall showing discovered coin sites.,Map of Roman Cornwall showing discovered coin sites.,Morrab Library,O.675,Stanley Opie,,,
672,6155,Maps,,Quarter Plate Glass Negative,Map showing the rivers and streams of Cornwall.,Map showing the rivers and streams of Cornwall.,Morrab Library,O.676,Stanley Opie,,,
673,6156,Maps,,Quarter Plate Glass Negative,A sketch map showing the distribution of 'cone' sites .,A sketch map showing the distribution of 'cone' sites .,Morrab Library,O.677,Stanley Opie,Land's End,,
674,6157,Maps,,Quarter Plate Glass Negative,Sketch map showing the land-connection between England and the Continent in early Neolithic times.,Sketch map showing the land-connection between England and the Continent in early Neolithic times.,Morrab Library,O.678,Stanley Opie,,,
675,6158,Maps,,Quarter Plate Glass Negative,Map showing the distribution of hoards containing winged axes in England and France.,Map showing the distribution of hoards containing winged axes in England and France.,Morrab Library,O.679,Stanley Opie,,,
676,6159,Maps,,Quarter Plate Glass Negative,Map showing the camps and earthworks in Cornwall.,Map showing the camps and earthworks in Cornwall.,Morrab Library,O.680,Stanley Opie,,,
677,6160,Menhirs,,Quarter Plate Glass Negative,Stone row.,Stone row.,Morrab Library,O.681,Stanley Opie,,,
678,6161,Menhirs,,Quarter Plate Glass Negative,Row of standing stones.,Row of standing stones.,Morrab Library,O.682,Stanley Opie,,,
679,6162,Menhirs,,Quarter Plate Glass Negative,Unidentified stone row.,Unidentified stone row.,Morrab Library,O.683,Stanley Opie,,,
680,6163,Menhirs,,Quarter Plate Glass Negative,Unidentified stone rows.,Unidentified stone rows.,Morrab Library,O.684,Stanley Opie,,,
681,6164,Menhirs,,Quarter Plate Glass Negative,Standing stone incorporated into a wall at Prospidnick.,Standing stone incorporated into a wall at Prospidnick.,Morrab Library,O.685,Stanley Opie,nr. Wendron,,
682,6165,Menhirs,,Quarter Plate Glass Negative,Standing stone incorporated into a wall at Prospidnick.,"Standing stone incorporated into a wall at Prospidnick. 
Over exposed.",Morrab Library,O.686,Stanley Opie,nr. Wendron,,
683,6166,Menhirs,,Quarter Plate Glass Negative,The 'Old man of Gugh'.,The 'Old man of Gugh'.,Morrab Library,O.687,Stanley Opie,"Gugh, Isles of Scilly",,
684,6167,Menhirs,,Quarter Plate Glass Negative,Tresvennack Pillar.,Tresvennack Pillar.,Morrab Library,O.688,Stanley Opie,"Drift, nr Penzance",,
685,6168,Menhirs,,Quarter Plate Glass Negative,"Drawing of fallen cromlech, near Helmen Tor","Drawing of fallen cromlech, near Helmen Tor.",Morrab Library,O.689,Stanley Opie,Lanlivery,,
686,6169,Menhirs,,Quarter Plate Glass Negative,The 'Blind Fiddler' .,The 'Blind Fiddler' .,Morrab Library,O.690,Stanley Opie,"Sancreed, nr. Penzance",,
687,6170,Menhirs,,Quarter Plate Glass Negative,Dry Tree Menhir,Dry Tree Menhir .,Morrab Library,O.691,Stanley Opie,"Goonhilly Downs, The Lizard",,
688,6171,Menhirs,,Quarter Plate Glass Negative,Dry Tree Menhir' .,Dry Tree Menhir' .,Morrab Library,O.692,Stanley Opie,"Goonhilly Downs, The Lizard",,
689,6172,Menhirs,,Quarter Plate Glass Negative,Dry Tree Menhir,Dry Tree Menhir' .,Morrab Library,O.693,Stanley Opie,"Goonhilly Downs, The Lizard",,
690,6173,Menhirs,,Quarter Plate Glass Negative,"One of 'The Pipers', standing stones .","One of 'The Pipers', standing stones .",Morrab Library,O.694,Stanley Opie,"Boleigh, nr. St. Buryan",,
691,6174,Menhirs,,Quarter Plate Glass Negative,"One of 'The Pipers', standing stones .","One of 'The Pipers', standing stones .",Morrab Library,O.695,Stanley Opie,"Boleigh, nr. St. Buryan",,
692,6175,Menhirs,,Quarter Plate Glass Negative,"One of 'The Pipers', standing stones .","One of 'The Pipers', standing stones .",Morrab Library,O.696,Stanley Opie,"Boleigh, nr. St. Buryan",,
693,6176,Menhirs,,Quarter Plate Glass Negative,"One of 'The Pipers', standing stones .","One of 'The Pipers', standing stones .",Morrab Library,O.697,Stanley Opie,"Boleigh, nr. St. Buryan",,
694,6177,Menhirs,,Quarter Plate Glass Negative,Unidentified Menhir on moorland.,Unidentified Menhir on moorland.,Morrab Library,O.698,Stanley Opie,,,
695,6178,Menhirs,,Quarter Plate Glass Negative,Unidentified menhir used as a gatepost.,Unidentified menhir used as a gatepost.,Morrab Library,O.699,Stanley Opie,,,
696,6179,Menhirs,,Quarter Plate Glass Negative,Unidentified Menhir on moorland.,Unidentified Menhir on moorland.,Morrab Library,O.700,Stanley Opie,,,
697,6180,Menhirs,,Quarter Plate Glass Negative,Unidentified Menhir on moorland.,Unidentified Menhir on moorland.,Morrab Library,O.701,Stanley Opie,,,
698,6181,Menhirs,,Quarter Plate Glass Negative,The Menec Alignments stone rows.,The Menec Alignments stone rows.,Morrab Library,O.702,Stanley Opie,France,,
699,6182,Menhirs,,Quarter Plate Glass Negative,Drawing of the Statue-Menhir of Catelo.,Drawing of the Statue-Menhir of Catelo.,Morrab Library,O.703,Stanley Opie,"Guernsey, The Channel Islands",,
700,6183,Menhirs,,Quarter Plate Glass Negative,A menhir on the slopes of Carn Brea.,A menhir on the slopes of Carn Brea.,Morrab Library,O.704,Stanley Opie,Camborne,,
701,6184,Menhirs,,Quarter Plate Glass Negative,A menhir standing on the slopes of Carn Brea.,A menhir standing on the slopes of Carn Brea.,Morrab Library,O.705,Stanley Opie,Camborne,,
702,6185,Menhirs,,Quarter Plate Glass Negative,A menhir standing on the slopes of Carn Brea.,A menhir standing on the slopes of Carn Brea.,Morrab Library,O.706,Stanley Opie,Camborne,,
703,6186,Menhirs,,Quarter Plate Glass Negative,A menhir standing on the slopes of Carn Brea.,A menhir standing on the slopes of Carn Brea.,Morrab Library,O.707,Stanley Opie,Camborne,,
704,6187,Menhirs,,Quarter Plate Glass Negative,"Standing stone with Roman inscription visible, in unknown church.","Standing stone with Roman inscription visible, in unknown church.",Morrab Library,O.708,Stanley Opie,,,
705,6188,Mining,,Quarter Plate Glass Negative,Miners at East Pool Mine,Miners working in a shaft at the 170 fathom level. This item is a lantern slide.,Morrab Library,O.709,J. C. Burrows,,,
706,6189,Mining,,Quarter Plate Glass Negative,Machinery at surface of unknown mine.,Machinery at surface of unknown mine.,Morrab Library,O.710,Stanley Opie,,,
707,6190,Mining,,Quarter Plate Glass Negative,Machinery at surface of unknown mine.,Machinery at surface of unknown mine.,Morrab Library,O.711,Stanley Opie,,,
708,6191,Mining,,Quarter Plate Glass Negative,Machinery at surface of unknown mine.,Machinery at surface of unknown mine.,Morrab Library,O.712,Stanley Opie,,,
709,6192,Mining,,Quarter Plate Glass Negative,Silhouette of various stacks and mines against the sky.,Silhouette of various stacks and mines against the sky.,Morrab Library,O.713,Stanley Opie,,,
710,6193,Mining,,Quarter Plate Glass Negative,Ancient tinners wooden shovel.,Ancient tinners wooden shovel.,Morrab Library,O.714,Stanley Opie,,,
711,6194,Mining,,Quarter Plate Glass Negative,"Ancient tinners wooden shovel. Found near the 'Jamaica Inn', Bodmin Moor","Ancient tinners wooden shovel. Found near the 'Jamaica Inn', Bodmin Moor",Morrab Library,O.715,Stanley Opie,,,
712,6195,Mining,,Quarter Plate Glass Negative,Ancient tinners wooden shovel.,Ancient tinners wooden shovel.,Morrab Library,O.716,Stanley Opie,,,
713,6196,Mining,,Quarter Plate Glass Negative,A distribution map of megalithic monuments and ancient mines in Sapin and Westerm France.,A distribution map of megalithic monuments and ancient mines in Sapin and Westerm France.,Morrab Library,O.717,Stanley Opie,,,
714,6197,Mining,,Quarter Plate Glass Negative,Cornish deer horn pick. Used in mining during the bronze age,Cornish deer horn pick. Used in mining during the bronze age,Morrab Library,O.718,Stanley Opie,,,
715,6198,Mining,,Quarter Plate Glass Negative,Ancient tinners oak pick. Found in field nr St.Just-in-Penwith,Ancient tinners oak pick. Found in field nr St.Just-in-Penwith,Morrab Library,O.719,Stanley Opie R I C ?,,,
716,6199,Mining,,Quarter Plate Glass Negative,"Drawing of a pig of lead. Made during Roman occupation of BRitain, about 49 A.D. Found nr. Blagdon, Somerset","Drawing of a pig of lead. Made during Roman occupation of BRitain, about 49 A.D. Found nr. Blagdon, Somerset",Morrab Library,O.720,Stanley Opie,,,
717,6200,Mining,,Quarter Plate Glass Negative,"Soapstone ingot mould. Foundi n Zimbabwe, Africa","Soapstone ingot mould. Foundi n Zimbabwe, Africa",Morrab Library,O.721,Stanley Opie,,,
718,6201,Mining,,Quarter Plate Glass Negative,Hide Ingot.,Hide Ingot.,Morrab Library,O.722,Stanley Opie,,,
719,6202,Mining,,Quarter Plate Glass Negative,Hide Ingot.,Hide Ingot.,Morrab Library,O.723,Stanley Opie,,,
720,6203,Mining,,Quarter Plate Glass Negative,Hide Ingot.,Hide Ingot.,Morrab Library,O.724,Stanley Opie,,,
721,6204,Mining,,Quarter Plate Glass Negative,Hide Ingot.,Hide Ingot.,Morrab Library,O.725,Stanley Opie,,,
722,6205,Mining,,Quarter Plate Glass Negative,"An astragalus ingot. Found in Falmouth harbour. It exactly resembles those used in Rhodesia and Zimbabwe, Africa","An astragalus ingot. Found in Falmouth harbour. It exactly resembles those used in Rhodesia and Zimbabwe, Africa",Morrab Library,O.726,Stanley Opie,,,
723,6206,Mining,,Quarter Plate Glass Negative,A drawing of goatskin bellows and a blow-pipe for iron smelting.,A drawing of goatskin bellows and a blow-pipe for iron smelting.,Morrab Library,O.727,Stanley Opie,,,
724,6207,Mining,,Quarter Plate Glass Negative,Drawing of the Makalanga iron smelting furnace.,Drawing of the Makalanga iron smelting furnace.,Morrab Library,O.728,Stanley Opie,,,
725,6208,Mining,,Quarter Plate Glass Negative,Diagram of a Chineese smelting furnace.,Diagram of a Chineese smelting furnace.,Morrab Library,O.729,Stanley Opie,,,
726,6209,Miscellaneous,,Quarter Plate Glass Negative,An Indian crane.,An Indian crane.,Morrab Library,O.730,Stanley Opie,"Gardens of Tresco, Isles of Scilly",,
727,6210,Miscellaneous,,Quarter Plate Glass Negative,Ships figure-head on top of a Roman altar.,Ships figure-head on top of a Roman altar.,Morrab Library,O.731,Stanley Opie,"Tresco, Isles of Scilly",,
728,6211,Miscellaneous,,Quarter Plate Glass Negative,Roman Altar. Gibson,Roman Altar. Gibson,Morrab Library,O.732,Stanley Opie,"Tresco, Isles of Scilly",,
729,6212,Miscellaneous,,Quarter Plate Glass Negative,Unidentified ancient wall and stones with man.,Unidentified ancient wall and stones with man.,Morrab Library,O.733,Stanley Opie,,,
730,6213,Miscellaneous,,Quarter Plate Glass Negative,"Unidentified pillar, possibly Roman.","Unidentified pillar, possibly Roman.",Morrab Library,O.734,Stanley Opie,,,
731,6214,Miscellaneous,,Quarter Plate Glass Negative,"Unidentified pillar, possibly Roman.","Unidentified pillar, possibly Roman.",Morrab Library,O.735,Stanley Opie,,,
732,6215,Miscellaneous,,Quarter Plate Glass Negative,"Unidentified outside event, including tents.","Unidentified outside event, including tents.",Morrab Library,O.736,Stanley Opie,,,
733,6216,Miscellaneous,,Quarter Plate Glass Negative,"Unidentified outside event, including a group of male onlookers.","Unidentified outside event, including a group of male onlookers.",Morrab Library,O.737,Stanley Opie,,,
734,6217,Miscellaneous,,Quarter Plate Glass Negative,"Unidentified outside event, including a group of male onlookers.","Unidentified outside event, including a group of male onlookers.",Morrab Library,O.738,Stanley Opie,,,
735,6218,Miscellaneous,,Quarter Plate Glass Negative,Unidentified outside event with speakers on a stage talking to assembled crowd.,Unidentified outside event with speakers on a stage talking to assembled crowd.,Morrab Library,O.739,Stanley Opie,,,
736,6219,Miscellaneous,,Quarter Plate Glass Negative,"Unidentified outside event, view of main stage and speakers.","Unidentified outside event, view of main stage and speakers.",Morrab Library,O.740,Stanley Opie,,,
737,6220,Miscellaneous,,Quarter Plate Glass Negative,Unidentified outside event with main stage and speakers shown.,Unidentified outside event with main stage and speakers shown.,Morrab Library,O.741,Stanley Opie,,,
738,6221,Miscellaneous,,Quarter Plate Glass Negative,"Unidentified outside event with main stage and speakers, presentation time.","Unidentified outside event with main stage and speakers, presentation time.",Morrab Library,O.742,Stanley Opie,,,
739,6222,Miscellaneous,,Quarter Plate Glass Negative,Unidentified outside event with main stage and speakers shown.,Unidentified outside event with main stage and speakers shown.,Morrab Library,O.743,Stanley Opie,,,
740,6223,Miscellaneous,,Quarter Plate Glass Negative,Unidentified outside event with main stage and speakers shown.,Unidentified outside event with main stage and speakers shown.,Morrab Library,O.744,Stanley Opie,,,
741,6224,Archaeology,,Quarter Plate Glass Negative,"Drawing of 'a dance' from book . Original in Lofitan's 'Moeurs des Sanvages', also reproduced in John Michell's 'Megalithomania'","Drawing of 'a dance' from book . Original in Lofitan's 'Moeurs des Sanvages', also reproduced in John Michell's 'Megalithomania'",Morrab Library,O.745,Stanley Opie,,,
742,6225,Archaeology,,Quarter Plate Glass Negative,Drawing of rowing boats from book. Original in Elliot Smith's 'The ancient Egyptian',Drawing of rowing boats from book. Original in Elliot Smith's 'The ancient Egyptian',Morrab Library,O.746,Stanley Opie,,,
743,6226,Archaeology,,Quarter Plate Glass Negative,Genealogical tree. showing the ancestral stems and probable lines of descent of the higher primates (from book),Genealogical tree. showing the ancestral stems and probable lines of descent of the higher primates (from book),Morrab Library,O.747,Stanley Opie,,,
744,6227,Archaeology,,Quarter Plate Glass Negative,Diagram showing the poise of the head in the modern and Neanderthal types of man. From book,Diagram showing the poise of the head in the modern and Neanderthal types of man. From book,Morrab Library,O.748,Stanley Opie,,,
745,6228,Archaeology,,Quarter Plate Glass Negative,Two pictures of models of hominids,Two pictures of models of hominids,Morrab Library,O.749,Stanley Opie,,,
746,6229,Archaeology,,Quarter Plate Glass Negative,Front view of Hoa Hakananai'a,Front view of Easter Island statue (moai) Hoa Hakananai'a in the British Museum.,Morrab Library,O.750,Stanley Opie,,,
747,6230,Archaeology,,Quarter Plate Glass Negative,Rear view of Hoa Hakananai'a,Rear view of Easter Island statue (moai) Hoa Hakananai'a in the British Museum.,Morrab Library,O.751,Stanley Opie,,,
748,6231,Archaeology,,Quarter Plate Glass Negative,Rear view of Hoa Hakananai'a,Rear view of Easter Island statue (moai) Hoa Hakananai'a in the British Museum.,Morrab Library,O.752,Stanley Opie,,,
749,6232,Archaeology,,Quarter Plate Glass Negative,Front view of Hoa Hakananai'a,Front view of Easter Island statue (moai) Hoa Hakananai'a in the British Museum.,Morrab Library,O.753,Stanley Opie,BM LONDON,,
750,6233,Archaeology,,Quarter Plate Glass Negative,Rear view of Hoa Hakananai'a,Rear view of Easter Island statue (moai) Hoa Hakananai'a in the British Museum.,Morrab Library,O.754,Stanley Opie,,,
751,6234,Archaeology,,Quarter Plate Glass Negative,Side view of Hoa Hakananai'a,Side view of Easter Island statue.,Morrab Library,O.755,Stanley Opie,,,
752,6235,Archaeology,,Quarter Plate Glass Negative,Front left view of Hoa Hakananai'a,View of a different Easter Island statue.,Morrab Library,O.756,Stanley Opie,,,
753,6236,Archaeology,,Quarter Plate Glass Negative,Rear view of Hoa Hakananai'a,Missing.,Morrab Library,O.757,Stanley Opie,,,
754,6237,Archaeology,,Quarter Plate Glass Negative,Broken shells of Purpura Lapillus. From book,Broken shells of Purpura Lapillus. From book,Morrab Library,O.758,Stanley Opie,,,
755,6238,Archaeology,,Quarter Plate Glass Negative,Broken shells of Purpura Lapillus.,Broken shells of Purpura Lapillus.,Morrab Library,O.759,Stanley Opie,,,
756,6239,Archaeology,,Quarter Plate Glass Negative,Helston Flora Dance.,Helston Flora Dance.,Morrab Library,O.760,Stanley Opie,,,
757,6240,Archaeology,,Quarter Plate Glass Negative,Helston Flora Dance.,Helston Flora Dance.,Morrab Library,O.761,Stanley Opie,,,
758,6241,Archaeology,,Quarter Plate Glass Negative,Helston Flora Dance.,Helston Flora Dance.,Morrab Library,O.762,Stanley Opie,,,
759,6242,Archaeology,,Quarter Plate Glass Negative,Helston Flora Dance.,Helston Flora Dance.,Morrab Library,O.763,Stanley Opie,,,
760,6243,Archaeology,,Quarter Plate Glass Negative,Helston Flora Dance.,Helston Flora Dance.,Morrab Library,O.764,Stanley Opie,,,
761,6244,Archaeology,,Quarter Plate Glass Negative,Stone with hollow (for grinding?) below wall.,Stone with hollow (for grinding?) below wall.,Morrab Library,O.765,Stanley Opie,,,
762,6245,Prehistoric Animals,,Quarter Plate Glass Negative,Drawing of fossilised footprints.,Drawing of fossilised footprints.,Morrab Library,O.766,Stanley Opie,,,
763,6246,Prehistoric Animals,,Quarter Plate Glass Negative,Drawing of a skeleton of a prehistoric animal.,Drawing of a skeleton of a prehistoric animal.,Morrab Library,O.767,Stanley Opie,,,
764,6247,Prehistoric Animals,,Quarter Plate Glass Negative,Drawing of a prehistoric rhinocerous.,Drawing of a prehistoric rhinocerous.,Morrab Library,O.768,Stanley Opie,,,
765,6248,Prehistoric Animals,,Quarter Plate Glass Negative,Positive slide of the skeleton of Tricerators Prorsus.,Positive slide of the skeleton of Tricerators Prorsus.,Morrab Library,O.769,Stanley Opie,,,
766,6249,Prehistoric Animals,,Quarter Plate Glass Negative,Drawing of a variety of animals including the earliest birds.,Drawing of a variety of animals including the earliest birds.,Morrab Library,O.770,Stanley Opie,,,
767,6250,Prehistoric Animals,,Quarter Plate Glass Negative,Drawing of a sabre-toothed tiger attacking a Machoauchenia.,Drawing of a sabre-toothed tiger attacking a Machoauchenia.,Morrab Library,O.771,Stanley Opie,,,
768,6251,Prehistoric Animals,,Quarter Plate Glass Negative,Drawing of an unidentified dinosaur.,Drawing of an unidentified dinosaur.,Morrab Library,O.772,Stanley Opie,,,
769,6252,Prehistoric Animals,,Quarter Plate Glass Negative,Drawing of unidentified prehistoric animal.,Drawing of unidentified prehistoric animal.,Morrab Library,O.773,Stanley Opie,,,
770,6253,Settlement Related Sites,,Quarter Plate Glass Negative,Stone Harris Mill.,Stone Harris Mill.,Morrab Library,O.774,Stanley Opie,,,
771,6254,Settlement Related Sites,,Quarter Plate Glass Negative,Stone Harris Mill.,Stone Harris Mill.,Morrab Library,O.775,Stanley Opie,,,
772,6255,Settlement Related Sites,,Quarter Plate Glass Negative,Stone Harris Mill.,Stone Harris Mill.,Morrab Library,O.776,Stanley Opie,,,
773,6256,Settlement Related Sites,,Quarter Plate Glass Negative,Perran Round.,Perran Round.,Morrab Library,O.777,Stanley Opie,"Perranzabuloe, nr. Truro",,
774,6257,Settlement Related Sites,,Quarter Plate Glass Negative,Perran Round.,Perran Round.,Morrab Library,O.778,Stanley Opie,"Perranzabuloe, nr. Truro",,
775,6258,Settlement Related Sites,,Quarter Plate Glass Negative,Perran Round.,Perran Round.,Morrab Library,O.779,Stanley Opie,"Perranzabuloe, nr. Truro",,
776,6259,Settlement Related Sites,,Quarter Plate Glass Negative,Perran Round.,Perran Round.,Morrab Library,O.780,Stanley Opie,"Perranzabuloe, nr. Truro",,
777,6260,Settlement Related Sites,,Quarter Plate Glass Negative,Drawing of section showing lynchets.,Drawing of section showing lynchets.,Morrab Library,O.781,Stanley Opie,,,
778,6261,Settlement Related Sites,,Quarter Plate Glass Negative,Unidentified wall or fogou.,Unidentified wall or fogou.,Morrab Library,O.782,Stanley Opie,,,
779,6262,Settlement Related Sites,,Quarter Plate Glass Negative,Unidentified wall or fogou.,Unidentified wall or fogou.,Morrab Library,O.783,Stanley Opie,,,
780,6263,Settlement Related Sites,,Quarter Plate Glass Negative,Rock formation and standing stone .,Rock formation and standing stone .,Morrab Library,O.784,Stanley Opie,"Carn Brea, Camborne",,
781,6264,Settlement Related Sites,,Quarter Plate Glass Negative,"Rock formation, possibly man-made .","Rock formation, possibly man-made .",Morrab Library,O.785,Stanley Opie,"Carn Brea, Camborne",,
782,6265,Settlement Related Sites,,Quarter Plate Glass Negative,Rock and standing stone.,Rock and standing stone.,Morrab Library,O.786,Stanley Opie,"Carn Brea, Camborne",,
783,6266,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and standing stones.,Rocks and standing stones.,Morrab Library,O.787,Stanley Opie,"Carn Brea, Camborne",,
784,6267,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.788,Stanley Opie,"slope of Carn Brea, Camborne",,
785,6268,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.789,Stanley Opie,"Carn Brea, Camborne",,
786,6269,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.790,Stanley Opie,"Carn Brea, Camborne",,
787,6270,Settlement Related Sites,,Quarter Plate Glass Negative,"Group of rocks, possibly the 'Giants Head' .","Group of rocks, possibly the 'Giants Head' .",Morrab Library,O.791,Stanley Opie,"Carn Brea, Camborne",,
788,6271,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.792,Stanley Opie,"Carn Brea, Camborne",,
789,6272,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.793,Stanley Opie,"Carn Brea, Camborne",,
790,6273,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.794,Stanley Opie,"Carn Brea, Camborne",,
791,6274,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.795,Stanley Opie,"Carn Brea, Camborne",,
792,6275,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.796,Stanley Opie,"Carn Brea, Camborne",,
793,6276,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.797,Stanley Opie,"Carn Brea, Camborne",,
794,6277,Settlement Related Sites,,Quarter Plate Glass Negative,Group of standing stones.,Group of standing stones.,Morrab Library,O.798,Stanley Opie,"Carn Brea, Camborne",,
795,6278,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and standing stones.,Rocks and standing stones.,Morrab Library,O.799,Stanley Opie,"Carn Brea, Camborne",,
796,6279,Settlement Related Sites,,Quarter Plate Glass Negative,Rock outcrop .,Rock outcrop .,Morrab Library,O.800,Stanley Opie,"Carn Brea, Camborne",,
797,6280,Settlement Related Sites,1928-1939,Quarter Plate Glass Negative,"Hut circle, Carn Brea","A hut circle amongst the ferns on the slopes of Carn Brea.

Note the engine houses in the distance with their smoking chimneys, or stacks.",Morrab Library,O.801,Stanley Opie,Carn Brea,,
798,6281,Settlement Related Sites,,Quarter Plate Glass Negative,Rock formation and standing stone.,Rock formation and standing stone.,Morrab Library,O.802,Stanley Opie,"Carn Brea, Camborne",,
799,6282,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and standing stones.,Rocks and standing stones.,Morrab Library,O.803,Stanley Opie,"Carn Brea, Camborne",,
800,6283,Settlement Related Sites,,Quarter Plate Glass Negative,"Rock formation, possibly man-made .","Rock formation, possibly man-made .",Morrab Library,O.804,Stanley Opie,"Carn Brea, Camborne",,
801,6284,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.805,Stanley Opie,"Carn Brea, Camborne",,
802,6285,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and a standing stone.,Rocks and a standing stone.,Morrab Library,O.806,Stanley Opie,"Carn Brea, Camborne",,
803,6286,Settlement Related Sites,,Quarter Plate Glass Negative,Rock formation and view of surrounding countryside.,Rock formation and view of surrounding countryside.,Morrab Library,O.807,Stanley Opie,"Carn Brea, Camborne",,
804,6287,Settlement Related Sites,,Quarter Plate Glass Negative,Rock formation.,Rock formation.,Morrab Library,O.808,Stanley Opie,"Carn Brea, Camborne",,
805,6288,Settlement Related Sites,,Quarter Plate Glass Negative,Rock formation and standing stone.,Rock formation and standing stone.,Morrab Library,O.809,Stanley Opie,"Carn Brea, Camborne",,
806,6289,Settlement Related Sites,,Quarter Plate Glass Negative,Standing stones.,Standing stones.,Morrab Library,O.810,Stanley Opie,"Carn Brea, Camborne",,
807,6290,Settlement Related Sites,,Quarter Plate Glass Negative,Rocks and standing stones.,Rocks and standing stones.,Morrab Library,O.811,Stanley Opie,"Carn Brea, Camborne",,
808,6291,Settlement Related Sites,,Quarter Plate Glass Negative,Rock formation.,Rock formation.,Morrab Library,O.812,Stanley Opie,"slope of Carn Brea, Camborne",,
809,6292,Settlement Related Sites,,Quarter Plate Glass Negative,Rock formation.,Rock formation.,Morrab Library,O.813,Stanley Opie,"Carn Brea, Camborne",,
810,6293,Settlement Related Sites,,Quarter Plate Glass Negative,Rock and enclosure.,Rock and enclosure.,Morrab Library,O.814,Stanley Opie,"Carn Brea, Camborne",,
