Level,Location,SHC Ref No,System Ref No,Title,Date,Quantity,Column8,Column21,Column22,Column23,Column24,Column26,Column27,Column29
Series,"Surrey History Centre, Woking",SGW/13/31/,SGW/13/31,Mott_John 2018-06-19 and 2018-12-17,2018,,"Interviews of John Mott for Surrey in the Great War oral history project.\r\n\r\nSubjects of 19 June 2018 interview:\r\n\r\nEmployment - Hackridge Electric Construction Company, Hersham, transformers;\r\nSchool - Hersham Junior,  Walton Central School for Boys;\r\nArmy - Territorial Army, 6th Battalion East Surrey Regiment, India, Military Band, demobilised, Corps of Drums;\r\nMusic - Armistice Parade, orchestra, Black and White Minstrel Show, flute, piccolo, clarinet, dancing;\r\nPeople - Julie Andrews, Alan Cobham, Winston Churchill, Neville Chamberlain, Adolf Hitler;\r\nSport - Wimbledon All England Tennis, Centre Court, Olympic Games of 1936;\r\nPlaces - Hersham, Hersham Servicemen's Club, Wimbledon, Merton, Donnington, Walton on Thames, Molesey, Addlestone, Horse Guards Parade, India, Mesopotamia,  Germany;\r\nHealth care - National Deposit Friendly Society, Hospital Savings Association, Slate Club; \r\nPolitics - Labour Party, Trade Union, National Government;\r\nRecreation - Alan Cobham's Air Circus at Molesey, ""Faggy Fair"".\r\n\r\nSubjects of 17 December 2018 interview:\r\n\r\nHome - Hersham, Molesey Close, Council house;\r\nSchool - Leaving age; \r\nEmployment and Housing - Hackbridge Electrical, Hewittic Electrical,  Amalgamated Dental Company, Vickers Armstrong of Weybridge;\r\nArmy - 7th Battalion East Surrey Regiment, Radar training, Radar equipment, postings, billets, music bands, India, riots;\r\nFirst World War - Mr A A Horwood, Distinguished Conduct Medal, London Gazette, Somme;\r\nSecond World War - Munich, Adolf Hitler, Neville Chamberlain, 'Peace in our time', outbreak of war, bombing raids, incendiary bombs, Lieutenant-General Montgomery;\r\nPolitics - Attitudes to war, Germany, Winston Churchill, Fascists, Oswald Moseley, India, Indian Interim Government, Trade Unions, Labour Party membership;\r\nMusic - Military Bands, clarinet, parades, Horse Guards Parade, dances;\r\nIndia - Mahatma Ghandi, Interim Indian Government, Pandit Nehru, Subhas Chandra Bose, anti-British, Adolf Hitler, Indian National (Japanese) Army, riots 1946, cultural and religious make-up of rioters;\r\nSport - Football, FA Cup Final, England versus Hungary, Fulham Football Club, Woking Football Club, Walton Casuals Football Club, Bradford Park Avenue Football Club, Cricket, Hampshire Cricket Club, Referee A A Horwood",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/32/,SGW/13/32,Parish_John 2017-04-29 and 2017-09-01,2017,,"Interviews of John Parish for Surrey in the Great War oral history project.\r\n\r\nSubjects of 29 April 2017 interview: First World War, Second World War, family life;\r\nSubejcts of 1 September 2017 interview: First World War, Banking, public houses, ghosts, family, medical care, education",,,,,,,
Item,"Surrey History Centre, Woking",SGW/13/32/1/1/2/1,SGW/13/32/1/1/2/1,Oral history - Mr John Parish 2017-04-29.docx,16/05/2018,,,,,,,,,
Item,"Surrey History Centre, Woking",SGW/13/32/1/2/4/1,SGW/13/32/1/2/4/1,Oral history - Mr John Parish 2017-04-29.docx,16/05/2018,,,,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/33/,SGW/13/33,Parke_Bernard 2018-04-18 and 2018-07-11,2018,,"Interviews of Bernard Parke for Surrey in the Great War oral history project.\r\n\r\nSubjects of 18 April 2018 interview:\r\nChildhood - Wartime (as normal);\r\nEducation - Strict, Bible, cane, college;\r\nFamily, including adopted uncle - Considerate, boot and shoe-maker, workshop, police, holiday, uncle on Stanley expedition;\r\nFirst World War - Devonshire Regiment, invalided out, bestial, Lewis Gunner, conscription;\r\nSecond World War - Explosion, bomb shelters, bonfires at end of war, streetlights, Lord Haw-Haw, Italian POWs;\r\nValues - Victorian, toleration, considerate, Christian;\r\nPastimes in Second World War - Cards, draughts, radio, ITMA, walking;\r\nFood in Second World War - 	Gas ring, corned beef, allotment, chicken;\r\nNational Service - Radar, Beachy Head, Gloster Javelin;\r\nCivic Service - Mayor of Guildford, Rotarian, Board of Trade, Treloar College.\r\n\r\nSubjects of 11 July 2018 interview:\r\nFirst World War - Menin Gate, Ypres, Passchendaele, Poperinge, Queen’s Regiment\r\nSecond World War - Dunkirk, capture, escape, beating, Gestapo;\r\nRecalling the past - Memorials, book, writing, photographs, Scouts;\r\nGrandfather - Boer War, builder",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/34/,SGW/13/34,Pullen_Leonard 2020-03-04 ,2020,,"Interview of Leonard Pullen for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nFirst World War - The Queen's West Surrey Regiment, wounded, Khyber Pass,  underage, killed, evacuees;\r\nSecond World War - Outbreak, bombing, Air Raid Precaution, Fire Warden, Defiant aircraft, Flying Fortress aircraft, Prince of Wales' Volunteers, celebrating end of the wa,. National Service post Second World War -  Malaya, Queen's Royal West Surrey Regiment;\r\nPlaces - Woking, Old Woking, Ottershaw, Acton, St Andrew's School, West End, Putney High School, Foskett Road Putney, Sheerwater, Khyber Pass, Malaya;\r\nEmployment, work, companies - Nursery men, Gardener, Slococks (nursery), Wormleys, Freeman's Grocers, Brewsters, Atherstons wood yard,  Sorbo Rubber Company, Walkers, Southern Railway, British Telecom, Postman;\r\nSchooling - Goldsworth School, expelled, Maybury School\r\nHome life - House, growing vegetables, siblings, food, keeping chickens and rabbits, scrumping;\r\nRoyal Navy Service - Ships: Mull of Kintyre, Boxer, Finistere, Striker.  BAOC Comet aircraft (Island of Elba), radar, underwater camera, Korean War;\r\nWoking - Boundary Lane, West Street, Barnsbury, Church Street, Canal, Well Lane, Horsell Moor, Victoria Hospital, Ritz Cinema;\r\nPeople - Danny Webb, Canadian world lightweight boxing champion, Patrick Moore (astronomer);\r\nEntertainment - Cinema, Films: Texas Rangers, The Great Dictator; skating on frozen canal, home-made ice skates and sledges, listening to the radio",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/35/,SGW/13/35,Strachan_Nick 2021-11-13 and 2022-01-22,2021-2022,,"Interviews of Nick Strachan for Surrey in the Great War oral history project.\r\n\r\nSubjects of 13 Nov 2021 interview:\r\nFirst World War - King's Own Scottish Borderers, Honourable Artillery Company, East Surrey Regiment, Zeppelins, Gallipoli, HMT Royal Edward, Battle of Arras, Albert, Bapaume, Martinpuich, Armistice, London Gazette, Mesopotamia;\r\nSecond World War - Home Guard at Epsom;\r\nMilitary Cross - 2nd Lieutenant Harold Strachan, Feuchy Redoubt Arras;\r\nSuffragettes - Woking Golf Club, Dame Ethel Smyth and her imprisonment;\r\nFamily - Father Douglas Alexander Strachan, Mother Gillian Sarah Eggar,  Uncle Harold Strachan, Grandfather Walter Strachan, Grandmother Horatia Strachan, Grandfather J Norman Eggar, Grandmother Emma Frances Eggar nee Garrett;\r\nSchooling - Scaitcliffe Preparatory School, Charterhouse School;\r\nProfessional Life - Stockbroker, Company: Cavell, Strachan and Lardelli;\r\nFlying - Royal Flying Corps, Nieuport bi-plane, Brooklands, Hawker-Siddeley Company;\r\nSport - Cricket, South Africa cricket team tour;\r\nIreland - Sinn Fein, IRA, Royal Irish Constabulary, Templemore, Thurles, Ballyvonair, shooting of District Inspector Hunt;\r\nPlaces - Walton on Thames, Weybridge, Hook Heath in Woking, Edinburgh, Windsor Great Park, Queen's Club, Arras in France, Templemore and Thurles in Ireland, Church Crookham in Hampshire, Bakewell in Derbyshire, Mesopotamia, India;\r\nPeople - Dame Ethel Smyth, Dr (William Archibald) Spooner (of ""spoonerism"" fame), Sir Hugh Walpole, King Edward VII, Kaiser Wilhelm, H B (Harry?) Hawker, Lord and Lady Northcliffe, District Inspector Hunt, Thomas Andrews (RMS Titanic).\r\n\r\nSubjects of 22 January 2022 interview:\r\n\r\nFamily - Paternal Grandparents Walter and Horatia Strachan, Great Uncle John Strachan, Vincenzo Lardelli, Nanny Ethel Charlotte Bartholomew, Nick's siblings: (Christopher Strachan, Patrick Strachan, Ian Strachan, Rosemary Strachan, Celia Strachan), Uncle Harold Strachan, Harold's wives:  (Kathleen ""Kay"" Cummins, Kathleen de Brunner aka Billy, Greta Lane, Rita Ramsey),  Harold's children: (Ronnie, David, Richard, Susan, Alastair, Alexander, Philippa);\r\nEducation - Charterhouse School,, Horris Hill School,, St Edward's Oxford, Barham Lodge Weybridge, Common Entrance Examination, Teachers - Richard Andrews, Thomas Morton, Guildford High School;\r\nPlaces - Hook Heath, Woking Golf Club, Worplesdon Golf Club, Walton Heath Golf Club, Holloway Prison, Epsom, Token House Yard in London, Alton, Farnham, Bentley, Weybridge, Old Parks house at Stoke d'Abernon, Canada (Oakville Ontario, Toronto, French River Northern Ontario), Buckfast Abbey;\r\nPeople - Dame Ethel Smyth (Suffragette), David Lloyd George, Sir Charles Walpole, Queen Elizabeth II, Queen Salote of Tonga, Field Marshal Montgomery, Arthur Podmore, Reginald Pott (Fabian Society), William Morris 1st Viscount Nuffield, Merle Oberon (actress), Quaglino (restaurateur), Vidkun Quisling;\r\nEmployment and work - Cavell, Strachan and Lardelli,  Officine Meccaniche, Stockbroker, Eggar Forrester and [V]Werner, Haddow and Turner, Bisgood, Bishop and Strachan, Morris Motors, British American Tobacco;\r\nSport - Cricket, Grasshoppers Cricket Club, St George's Hill Tennis Club, Oatlands Park Cricket Club, Richmond Cricket Club;\r\nSecond World War - Anderson Air Raid Shelters, German air-crash Epsom Downs, Black American soldiers, Victory Parade, Territorial Association, Home Guard;\r\nEvents - Coronation of Queen Elizabeth II, conquest of Everest, Royal Celebration Gun Salutes, 1926 General Strike, Spanish Civil War, trial of Vidkun Quisling, Commander Ramsey RNAS;\r\nEntertainment - Wireless (radio), Television (black and white), Shepperton and Ealing (film studios);\r\nMilitary - Combined Cadet Force, Honourable Artillery Company, Tower of London;\r\nFirst World War - Army of Occupation.\r\nFarming - Wormhill Farm near Exmoor, Devon, Northover Farm in Cross-in-Hand, Sussex.",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/36/,SGW/13/36,Unwin_Paul  2018-03-27,2018,,"Interview of Paul Unwin for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nWartime - Ack-ack, Heinkel, V1, V2,  Royal Marines, Malta, Port Said, Suex, Amphibious Assault, Landing craft,  ML, Lympston,  Seahawk,;\r\nSchools - Dane Court, Canford, Eton, prefects, flogging, caning;\r\nPlay - 0-gauge railway;\r\nReligion - Non-conformist, Christian Science;\r\nWork - London School of Printing, Caxton, Letterpress, offset Perfector, offset litho, Lambretta scooter, 8 crown, octavo, Scouts Magazine, the ""equation men"", bible printing for British and Foreign Society, Chilworth, Whites Motor Group, Southwell Press, Martin Printing Group, British Federation of Master Printers, Optichrome",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/37/,SGW/13/37,Walsh_Tim 2020-01-15,2020,,"Interview of Tim Walsh for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nHome Guard - Parade, rifle firing;\r\nHome Guard, Fire Guard - Female wardens, fire drills, lighting rules enforcement;\r\nAusterity and shortages - Fabric fire drills, plenty for Americans, furnishing by loan or donations, canteen in Farnham;\r\nWartime technology research - Aircraft, secrecy",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/38/,SGW/13/38,Walshe_John 2020-01-16 ,2020,,"Interview of John Walshe for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nIreland	- Western Ireland, County Mayo, Garristown, Dublin;\r\nPlaces - Blackheath, West Clandon, Guildford, Windlesham, Crowthorne, Godalming, Witley Camp, Liphook, Malaya;\r\nFather - Military Career: Connaught Rangers, South Staffordshire Regiment, First World War, Winston Churchill; awards: CMG and Mentioned in Despatches;\r\nMother - Nurse, St Thomas's Hospital;\r\nEducation - Woodcote House School, Wellington College, King George VI visit;\r\nSecond World War - Chamberlain, Winston Churchill, dogfights, military in Surrey, wireless broadcasts, rationing, home life, Newlands Corner, Witley Common and Camp, air-raids, V1 rocket;\r\nWork - Estate Agency, Articled Clerk, Clarke Gammon Estate Agents, Army National Service - Royal Engineers;\r\nPeople - Winston Churchill, General Templer, King George VI",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/39/,SGW/13/39,Wheatley_Nicolas 2019-01-11,2019,,"Interview of Nicolas Wheatley for Surrey in the Great War oral history project.\r\n\r\nSubjects: railway, sapper, searchlight, Royal Aircraft Corps, munitions work, war damage, tanks",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/40/,SGW/13/40,Wooldridge_Brian 2019-12-09,2019,,"Interview of Brian Wooldridge for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nFarming - Dairy, dairy cows, Milk Marketing Board, farm horses, cattle dog, potato picking, land girls, Little Grey Fergies, binder;\r\nRationing - Milk, ration cards, bananas;\r\nSecond World War - Evacuees, Spitfires, bombing, bullets, dogfights, Anderson shelter, gas masks, battalions marching past farm, Doodlebugs, V1, Farnborough airfield;\r\nSchool days - Village school, Salesian College;\r\nLeisure activities - Cinema, 'Gone with the Wind', piano and violin, singing hymns, radio, hunting, motor cycling, Royal Show, National Tractor Handling;\r\nLocal life - Decline of rural nature, Twelve Oaks and Dudley Glanfield, the Bee pub, Derby winner;\r\nFirst World War - Padre",,,,,,,
Item,"Surrey History Centre, Woking",SGW/13/41/1,SGW/13/41/1,"This folder contains a checklist of interviewees names; a schematic representation of the folder structure and detailed notes on file naming, with an explanation of the oral history interview process and post-interview processing of the data; a consolidated subject tagging spreadsheet and accompanying notes.",2022,,,,,,,,,
Collection,"Surrey History Centre, Woking",Z/330,Z/330,"LONDON & SOUTH WESTERN (SOUTHERN) RAILWAY SERVANTS' ORPHANAGE, LATER SOUTHERN RAILWAYMEN'S HOMES FOR CHILDREN AND OLD PEOPLE, LATER WOKING HOMES AND WOKING GRANGE: ADMISSION REGISTER AND PRINTED MATERIAL, 1875-2014;\r\nSOUTHERN RAILWAY SERVANTS' ORPHANAGE REUNION ASSOCIATION: NEWSLETTERS AND  PHOTOGRAPHS, 1950s-2016",1875-2016,,,,,,,,Open,
Item,"Surrey History Centre, Woking",Z/432/5,Z/432/1/1/1/5,"Compact Disc recording of audio cassette of Miss K Higgens interviewing her mother, Mrs Eileen Higgens, who worked at GQ Parachute Company, Woking, during World War II; 2nd interview of Mrs Eileen Bunyon, a family friend and work colleague at GQ Parachute Company. 2 CDs",2004,,,,,,,,,
Collection,"Surrey History Centre, Woking",Z/446,Z/446,"SOUTHERN RAILWAY SERVANTS' ORPHANGE, LATER WOKING GRANGE: VCD (VIDEO CD) OF PATHE PICTORIAL NEWSREEL BROADCAST",1960,,,Open,,,No further copies can be made. Copies can be purchased from the pathe website.,"Presented by Mr Pasky Maina, a former resident of the home, in June 2005, having downloaded the broadcast from the British Pathe plc website (http://www.britishpathe.com).  The Southern Railway Servants' Orphanage, currently [2005] known as Woking Grange, is located in Oriental Road, Woking.  The home was filmed for the Pathe Pictorial newsreel on 20 June 1960.  The full-length newsreel was shown at cinemas throughout the United Kingdom and features many of the staff and children who were resident at the home.  For a brief history of Woking Grange and its predecessors, see the introduction to Z/330.",,
Item,"Surrey History Centre, Woking",Z/454/2/141,Z/454/2/143,"Transcript of interview with Cllr Mohammad Ilyas Raja by Tharik Hussain as part of the ‘Everyday Muslim’ Shah Jahan Mosque project (1).  With digital recording (2).\r\n\r\n[For details of this project to archive the records of the Shah Jahan Mosque and create oral history interviews with members of the Mosque community, see the Exploring Surrey’s Past website https://www.exploringsurreyspast.org.uk/themes/subjects/diversity/shah_jahan_mosque_woking/archiving-mosque/.] ",2018,2 iems,,,,,,,,
Series,"Surrey History Centre, Woking",Z/559/20/,Z/559/20,LINGFIELD ORAL HISTORY PROJECT: TRANSCRIPTS,2007,,,,,,,,,
Item,"Surrey History Centre, Woking",Z/559/20/1,Z/559/20/1,"Transcripts of Lingfield Oral History Project tape recordings, compiled in 2007.  Files in Word format.  For the recordings and paper copies of the transcripts see 8216.",2007,,,,,,,,,
Item,"Surrey History Centre, Woking",Z/583/4,Z/583/4,"Audio CD recording of interview with Miss Prett in which she talks about her life, with particular reference to her career in education in Epsom and Sutton",8 Mar 2001,1 CD,Interview conducted by Mr Oxborrow and ends abruptly due to a technical fault,,Open,,,,,
Item,"Surrey History Centre, Woking",Z/633/1,Z/633/1,"CD of recorded interview with an unnamed Molesey bootmaker by Richard Haynes, Hon Sec of  Esher and District Local History Society",1972,,,,Open,,,,,
